"CIVIL ENGINEERING",CIVL 4640 01 LOW 3116 Friday,May 5,11:30AM-2:30PM
"CIVIL ENGINEERING",CIVL 6250 01 LOW 3116 Friday,May 5,11:30AM-2:30PM
"CIVIL ENGINEERING",CIVL 6320 01 LOW 3045 Friday,May 5,11:30AM-2:30PM
"CIVIL ENGINEERING",CIVL 6520 01 TROY 2015 Tuesday,May 2,3:00PM-6:00PM
"CIVIL ENGINEERING",CIVL 6530 01 LOW 3045 Thursday,May 4,11:30AM-2:30PM
"COMMUNICATION",COMM 4540 (ALL SECTIONS) SAGE 3101 Wednesday,May 3,3:00PM-6:00PM
"COMPUTER SCIENCE",CSCI 1100 (ALL SECTIONS) DCC 308 Monday,May 1,11:30AM-2:30PM
"COMPUTER SCIENCE",CSCI 1200 (ALL SECTIONS) DCC 308 Thursday,May 4,3:00PM-6:00PM
"COMPUTER SCIENCE",CSCI 1200 (ALL SECTIONS) DCC 318 Thursday,May 4,3:00PM-6:00PM
"COMPUTER SCIENCE",CSCI 1200 (ALL SECTIONS) DCC 324 Thursday,May 4,3:00PM-6:00PM
"COMPUTER SCIENCE",CSCI 2200 (ALL SECTIONS) DCC 308 Tuesday,May 2,3:00PM-6:00PM
"COMPUTER SCIENCE",CSCI 2300 (ALL SECTIONS) DCC 318 Tuesday,May 2,11:30AM-2:30PM
"COMPUTER SCIENCE",CSCI 2300 (ALL SECTIONS) DCC 324 Tuesday,May 2,11:30AM-2:30PM
"COMPUTER SCIENCE",CSCI 2500 (ALL SECTIONS) DCC 308 Thursday,May 4,11:30AM-2:30PM
"COMPUTER SCIENCE",CSCI 2500 (ALL SECTIONS) DCC 324 Thursday,May 4,11:30AM-2:30PM
"COMPUTER SCIENCE",CSCI 2600 01 DCC 308 Monday,May 1,6:30PM-9:30PM
"COMPUTER SCIENCE",CSCI 4020 01 DCC 324 Wednesday,May 3,3:00PM-6:00PM
"COMPUTER SCIENCE",CSCI 4210 01 DCC 318 Wednesday,May 3,11:30AM-2:30PM
"COMPUTER SCIENCE",CSCI 4260 01 LOW 4050 Wednesday,May 3,6:30PM-9:30PM
"COMPUTER SCIENCE",CSCI 4380 01 DCC 324 Monday,May 1,6:30PM-9:30PM
"COMPUTER SCIENCE",CSCI 4440 (ALL SECTIONS) LOW 4050 Friday,May 5,11:30AM-2:30PM
"COMPUTER SCIENCE",CSCI 4800 01 DCC 330 Wednesday,May 3,11:30AM-2:30PM
"COMPUTER SCIENCE",CSCI 6840 01 LOW 4040 Tuesday,May 2,11:30AM-2:30PM
"ECONOMICS",ECON 2010 03 RICKETTS 203 Tuesday,May 2,11:30AM-2:30PM
"ECONOMICS",ECON 2020 02 DCC 337 Thursday,May 4,3:00PM-6:00PM
"ECONOMICS",ECON 4110 02 LOW 3039 Wednesday,May 3,11:30AM-2:30PM
"ECONOMICS",ECON 4340 01 LOW 3045 Monday,May 1,11:30AM-2:30PM
"ECONOMICS",ECON 4360 01 SAGE 4112 Wednesday,May 3,11:30AM-2:30PM
"ECONOMICS",ECON 4570 02 TROY 2015 Tuesday,May 2,11:30AM-2:30PM
"ECONOMICS",ECON 6110 02 LOW 3039 Wednesday,May 3,11:30AM-2:30PM
"ECONOMICS",ECON 6340 01 LOW 3045 Monday,May 1,11:30AM-2:30PM
"ECONOMICS",ECON 6360 01 SAGE 4112 Wednesday,May 3,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 1010 01 ACADEMY AUD Wednesday,May 3,3:00PM-6:00PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 2010 (ALL SECTIONS) DCC 308 Friday,May 5,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 2050 (ALL SECTIONS) ACADEMY AUD Wednesday,May 3,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 2100 01 LOW 3051 Tuesday,May 2,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 2110 01 SAGE 5510 Wednesday,May 3,3:00PM-6:00PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 2210 01 EATON 216 Tuesday,May 2,3:00PM-6:00PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 2410 01 ACADEMY AUD Tuesday,May 2,3:00PM-6:00PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 2500 01 ACADEMY AUD Thursday,May 4,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 2610 (ALL SECTIONS) SAGE 5101 Wednesday,May 3,3:00PM-6:00PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 2660 01 JEC 5119 Wednesday,May 3,3:00PM-6:00PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4050 01 LOW 3039 Tuesday,May 2,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4110 01 ONLINE Wednesday,May 3,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4141 01 JEC 4309 Friday,May 5,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4220 01 TROY 2012 Thursday,May 4,3:00PM-6:00PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4760 01 GREENE 120 Wednesday,May 3,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4850 01 LOW 3051 Thursday,May 4,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4900 01 JEC 3232 Friday,May 5,8:00AM-11:00AM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4900 02 JEC 3232 Friday,May 5,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4900 03 JEC 3232 Friday,May 5,3:00PM-6:00PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4900 04 JEC 3232 Friday,May 5,6:30PM-9:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 4961 01 ACADEMY AUD Thursday,May 4,8:00AM-11:00AM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 6050 01 LOW 3039 Tuesday,May 2,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 6110 01 ONLINE Wednesday,May 3,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 6141 01 JEC 4309 Friday,May 5,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 6300 01 LOW 4034 Friday,May 5,3:00PM-6:00PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 6850 01 LOW 3051 Thursday,May 4,11:30AM-2:30PM
"ELECTRICAL & COMPUTER SYSTEMS ENG.",ECSE 6961 01 ACADEMY AUD Thursday,May 4,8:00AM-11:00AM
"ENGINEERING",ENGR 1100 (ALL SECTIONS) DCC 308 Wednesday,May 3,8:00AM-11:00AM
"ENGINEERING",ENGR 1600 (ALL SECTIONS) WEST 220 Monday,May 1,8:00AM-11:00AM
"ENGINEERING",ENGR 2050 (ALL SECTIONS) DCC 318 Friday,May 5,6:30PM-9:30PM
"ENGINEERING",ENGR 2090 (ALL SECTIONS) DCC 330 Tuesday,May 2,11:30AM-2:30PM
"ENGINEERING",ENGR 2250 01 SAGE 3101 Thursday,May 4,11:30AM-2:30PM
"ENGINEERING",ENGR 2300 (ALL SECTIONS) DCC 318 Monday,May 1,11:30AM-2:30PM
"ENGINEERING",ENGR 2530 (ALL SECTIONS) DCC 318 Monday,May 1,3:00PM-6:00PM
"ENGINEERING",ENGR 2600 (ALL SECTIONS) DCC 308 Friday,May 5,8:00AM-11:00AM
"ENGINEERING",ENGR 2700 01 SAGE 4101 Wednesday,May 3,3:00PM-6:00PM
"ENGINEERING",ENGR 2710 01 SAGE 4510 Monday,May 1,3:00PM-6:00PM
"ENGINEERING",ENGR 4100 01 SAGE 3101 Monday,May 1,6:30PM-9:30PM
"ENGINEERING",ENGR 4720 (ALL SECTIONS) JEC 3232 Wednesday,May 3,11:30AM-2:30PM
"ENGINEERING",ENGR 6100 01 SAGE 3101 Monday,May 1,6:30PM-9:30PM
"ENVIRONMENTAL ENGINEERING",ENVE 2110 (ALL SECTIONS) TROY 2012 Friday,May 5,11:30AM-2:30PM
"ENVIRONMENTAL ENGINEERING",ENVE 4180 01 LOW 3045 Tuesday,May 2,11:30AM-2:30PM
"ENVIRONMENTAL ENGINEERING",ENVE 4200 01 LOW 3116 Wednesday,May 3,3:00PM-6:00PM
"ENVIRONMENTAL ENGINEERING",ENVE 4320 01 LOW 3039 Tuesday,May 2,3:00PM-6:00PM
"ENVIRONMENTAL ENGINEERING",ENVE 4340 01 LOW 3039 Thursday,May 4,11:30AM-2:30PM
"ENVIRONMENTAL ENGINEERING",ENVE 4961 01 LOW 3039 Thursday,May 4,3:00PM-6:00PM
"EARTH",ERTH 1200 (ALL SECTIONS) SAGE 3303 Monday,May 1,8:00AM-11:00AM
"EARTH",ERTH 2100 01 TROY 2015 Wednesday,May 3,11:30AM-2:30PM
"EARTH",ERTH 4340 01 SAGE 4112 Thursday,May 4,11:30AM-2:30PM
"EARTH",ERTH 4500 01 TROY 2018 Thursday,May 4,11:30AM-2:30PM
"EARTH",ERTH 4750 01 LOW 3051 Wednesday,May 3,3:00PM-6:00PM
"INTERDISCIPLINARY H & SS",IHSS 1130 01 SAGE 4112 Thursday,May 4,11:30AM-2:30PM
"INTERDISCIPLINARY H & SS",IHSS 1165 01 SAGE 4112 Wednesday,May 3,3:00PM-6:00PM
"INDUSTRIAL SYSTEMS ENGINEERING",ISYE 2210 01 SAGE 4101 Wednesday,May 3,3:00PM-6:00PM
"INDUSTRIAL SYSTEMS ENGINEERING",ISYE 4270 01 JEC 3232 Friday,May 5,8:00AM-11:00AM
"INDUSTRIAL SYSTEMS ENGINEERING",ISYE 4270 02 JEC 3232 Friday,May 5,11:30AM-2:30PM
"INDUSTRIAL SYSTEMS ENGINEERING",ISYE 4270 03 JEC 3232 Friday,May 5,3:00PM-6:00PM
"INDUSTRIAL SYSTEMS ENGINEERING",ISYE 4270 04 JEC 3232 Friday,May 5,6:30PM-9:30PM
"INDUSTRIAL SYSTEMS ENGINEERING",ISYE 4960 01 LOW 3039 Friday,May 5,11:30AM-2:30PM
"INDUSTRIAL SYSTEMS ENGINEERING",ISYE 6620 01 TROY 2018 Thursday,May 4,3:00PM-6:00PM
"INDUSTRIAL SYSTEMS ENGINEERING",ISYE 6960 01 LOW 3039 Friday,May 5,11:30AM-2:30PM
"INFORMATION TECHNOLOGY",ITWS 4300 01 SAGE 3101 Monday,May 1,6:30PM-9:30PM
"INFORMATION TECHNOLOGY",ITWS 6300 01 SAGE 3101 Monday,May 1,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 1960 01 SAGE 3101 Tuesday,May 2,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 1961 01 SAGE 4510 Thursday,May 4,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 2110 (ALL SECTIONS) WEST 220 Thursday,May 4,8:00AM-11:00AM
"MECH,AERO,NUCL ENGR",MANE 2710 01 EATON 215 Tuesday,May 2,3:00PM-6:00PM
"MECH,AERO,NUCL ENGR",MANE 2710 02 EATON 214 Tuesday,May 2,3:00PM-6:00PM
"MECH,AERO,NUCL ENGR",MANE 2720 (ALL SECTIONS) SAGE 3303 Monday,May 1,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 4030 (ALL SECTIONS) DCC 337 Wednesday,May 3,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 4060 01 LOW 3051 Wednesday,May 3,11:30AM-2:30PM
"MECH,AERO,NUCL ENGR",MANE 4070 01 PITTS 5216 Thursday,May 4,11:30AM-2:30PM
"MECH,AERO,NUCL ENGR",MANE 4080 01 SAGE 4101 Tuesday,May 2,11:30AM-2:30PM
"MECH,AERO,NUCL ENGR",MANE 4100 01 WEST 220 Tuesday,May 2,11:30AM-2:30PM
"MECH,AERO,NUCL ENGR",MANE 4210 01 JEC 5119 Wednesday,May 3,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 4230 01 GREENE 120 Friday,May 5,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 4260 01 JEC 3232 Friday,May 5,8:00AM-11:00AM
"MECH,AERO,NUCL ENGR",MANE 4260 02 JEC 3232 Friday,May 5,11:30AM-2:30PM
"MECH,AERO,NUCL ENGR",MANE 4260 03 JEC 3232 Friday,May 5,3:00PM-6:00PM
"MECH,AERO,NUCL ENGR",MANE 4260 04 JEC 3232 Friday,May 5,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 4350 01 JROWL 2C30 Tuesday,May 2,11:30AM-2:30PM
"MECH,AERO,NUCL ENGR",MANE 4500 (ALL SECTIONS) SAGE 3303 Friday,May 5,11:30AM-2:30PM
"MECH,AERO,NUCL ENGR",MANE 4640 01 SAGE 4510 Thursday,May 4,3:00PM-6:00PM
"MECH,AERO,NUCL ENGR",MANE 4730 01 DCC 318 Tuesday,May 2,3:00PM-6:00PM
"MECH,AERO,NUCL ENGR",MANE 4730 02 DCC 318 Tuesday,May 2,3:00PM-6:00PM
"MECH,AERO,NUCL ENGR",MANE 4740 (ALL SECTIONS) DCC 324 Friday,May 5,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 4962 01 DCC 337 Thursday,May 4,11:30AM-2:30PM
"MECH,AERO,NUCL ENGR",MANE 6210 01 JEC 5119 Wednesday,May 3,6:30PM-9:30PM
"MECH,AERO,NUCL ENGR",MANE 6800 01 JROWL 2C22 Tuesday,May 2,3:00PM-6:00PM
"MECH,AERO,NUCL ENGR",MANE 6961 01 JEC 4309 Thursday,May 4,3:00PM-6:00PM
"MECH,AERO,NUCL ENGR",MANE 6962 01 DCC 337 Thursday,May 4,11:30AM-2:30PM
"MATHEMATICS",MATH 4020 01 LOW 4050 Monday,May 1,3:00PM-6:00PM
"MATHEMATICS",MATH 1020 (SECTIONS 17-24) DCC 308 Wednesday,May 3,3:00PM-6:00PM
"MATHEMATICS",MATH 1020 (SECTIONS 1-8) SAGE 3303 Tuesday,May 2,3:00PM-6:00PM
"MATHEMATICS",MATH 1020 (SECTIONS 25-32) SAGE 3303 Wednesday,May 3,11:30AM-2:30PM
"MATHEMATICS",MATH 1020 (SECTIONS 33-36) DCC 324 Friday,May 5,3:00PM-6:00PM
"MATHEMATICS",MATH 1020 (SECTIONS 37-40) DCC 318 Wednesday,May 3,3:00PM-6:00PM
"MATHEMATICS",MATH 1020 (SECTIONS 9-16) DCC 308 Friday,May 5,3:00PM-6:00PM
"MATHEMATICS",MATH 1520 (ALL SECTIONS) SAGE 3303 Wednesday,May 3,3:00PM-6:00PM
"MATHEMATICS",MATH 2010 (SECTIONS 1-8) DCC 308 Thursday,May 4,6:30PM-9:30PM
"MATHEMATICS",MATH 2010 (SECTIONS 9-16) DCC 318 Monday,May 1,6:30PM-9:30PM
"MATHEMATICS",MATH 2010 (SECTIONS 9-16) DCC 324 Monday,May 1,6:30PM-9:30PM
"MATHEMATICS",MATH 2400 (SECTIONS 1-4) DCC 324 Wednesday,May 3,11:30AM-2:30PM
"MATHEMATICS",MATH 2400 (SECTIONS 14-16) DCC 330 Monday,May 1,3:00PM-6:00PM
"MATHEMATICS",MATH 2400 (SECTIONS 17-20) SAGE 3303 Thursday,May 4,11:30AM-2:30PM
"MATHEMATICS",MATH 2400 (SECTIONS 5-8) SAGE 3510 Tuesday,May 2,3:00PM-6:00PM
"MATHEMATICS",MATH 2400 (SECTIONS 9-12) SAGE 3510 Tuesday,May 2,11:30AM-2:30PM
"MATHEMATICS",MATH 4100 02 LOW 4050 Thursday,May 4,11:30AM-2:30PM
"MATHEMATICS",MATH 4150 01 LOW 4050 Wednesday,May 3,6:30PM-9:30PM
"MATHEMATICS",MATH 4300 01 SAGE 4101 Thursday,May 4,11:30AM-2:30PM
"MATHEMATICS",MATH 4500 01 GREENE 120 Tuesday,May 2,11:30AM-2:30PM
"MATHEMATICS",MATH 4600 01 GREENE 120 Tuesday,May 2,3:00PM-6:00PM
"MATHEMATICS",MATH 4800 01 DCC 330 Wednesday,May 3,11:30AM-2:30PM
"MATHEMATICS",MATH 6590 01 RICKETTS 212 Tuesday,May 2,11:30AM-2:30PM
"MATHEMATICS",MATH 6640 01 TROY 2015 Thursday,May 4,3:00PM-6:00PM
"MATHEMATICS",MATH 6840 01 LOW 4040 Tuesday,May 2,11:30AM-2:30PM
"MATHEMATICS",MATP 4400 (ALL SECTIONS) TROY 2012 Tuesday,May 2,3:00PM-6:00PM
"MATHEMATICS",MATP 6620 01 TROY 2018 Thursday,May 4,3:00PM-6:00PM
"MANAGEMENT",MGMT 1260 (ALL SECTIONS) ONLINE Monday,May 1,11:30AM-2:30PM
"MANAGEMENT",MGMT 2100 01 PITTS 5216 Tuesday,May 2,11:30AM-2:30PM
"MANAGEMENT",MGMT 2100 02 CARNEG 113 Wednesday,May 3,11:30AM-2:30PM
"MANAGEMENT",MGMT 2300 01 CARNEG 113 Tuesday,May 2,3:00PM-6:00PM
"MANAGEMENT",MGMT 2300 02 CARNEG 113 Thursday,May 4,11:30AM-2:30PM
"MANAGEMENT",MGMT 2300 03 PITTS 5216 Monday,May 1,3:00PM-6:00PM
"MANAGEMENT",MGMT 2320 01 TROY 2012 Wednesday,May 3,11:30AM-2:30PM
"MANAGEMENT",MGMT 4110 01 TROY 2012 Wednesday,May 3,3:00PM-6:00PM
"MANAGEMENT",MGMT 4110 02 TROY 2018 Tuesday,May 2,3:00PM-6:00PM
"MANAGEMENT",MGMT 4140 01 TROY 2018 Wednesday,May 3,3:00PM-6:00PM
"MANAGEMENT",MGMT 4160 01 DCC 337 Friday,May 5,11:30AM-2:30PM
"MANAGEMENT",MGMT 4190 01 SAGE 4510 Tuesday,May 2,3:00PM-6:00PM
"MANAGEMENT",MGMT 4260 01 JEC 5119 Friday,May 5,11:30AM-2:30PM
"MANAGEMENT",MGMT 4420 01 JEC 5119 Friday,May 5,3:00PM-6:00PM
"MANAGEMENT",MGMT 4490 01 JEC 4309 Thursday,May 4,11:30AM-2:30PM
"MANAGEMENT",MGMT 4520 01 EATON 214 Wednesday,May 3,3:00PM-6:00PM
"MANAGEMENT",MGMT 4860 01 SAGE 3101 Tuesday,May 2,11:30AM-2:30PM
"MANAGEMENT",MGMT 4870 01 DCC 330 Thursday,May 4,11:30AM-2:30PM
"MANAGEMENT",MGMT 4964 01 SAGE 4101 Wednesday,May 3,11:30AM-2:30PM
"MANAGEMENT",MGMT 6020 01 SAGE 5510 Tuesday,May 2,11:30AM-2:30PM
"MANAGEMENT",MGMT 6140 01 TROY 2012 Friday,May 5,3:00PM-6:00PM
"MANAGEMENT",MGMT 6160 01 DCC 337 Friday,May 5,11:30AM-2:30PM
"MANAGEMENT",MGMT 6410 01 SAGE 4510 Friday,May 5,11:30AM-2:30PM
"MANAGEMENT",MGMT 6420 01 JEC 5119 Friday,May 5,3:00PM-6:00PM
"MANAGEMENT",MGMT 6430 01 JEC 5119 Friday,May 5,11:30AM-2:30PM
"MANAGEMENT",MGMT 6510 01 ONLINE Thursday,May 4,11:30AM-2:30PM
"MANAGEMENT",MGMT 6540 01 JEC 4309 Thursday,May 4,11:30AM-2:30PM
"MANAGEMENT",MGMT 6560 01 SAGE 4510 Tuesday,May 2,3:00PM-6:00PM
"MANAGEMENT",MGMT 6580 01 CARNEG 113 Friday,May 5,6:30PM-9:30PM
"MANAGEMENT",MGMT 6620 01 EATON 214 Wednesday,May 3,3:00PM-6:00PM
"MANAGEMENT",MGMT 6690 01 SAGE 4101 Wednesday,May 3,11:30AM-2:30PM
"MANAGEMENT",MGMT 6962 01 ONLINE Wednesday,May 3,11:30AM-2:30PM
"MANAGEMENT",MGMT 7030 01 DCC 324 Friday,May 5,11:30AM-2:30PM
"MATERIALS SCIENCE & ENGINEERING",MTLE 2100 01 DCC 337 Wednesday,May 3,11:30AM-2:30PM
"MATERIALS SCIENCE & ENGINEERING",MTLE 4440 01 JEC 5119 Thursday,May 4,3:00PM-6:00PM
"MATERIALS SCIENCE & ENGINEERING",MTLE 4920 01 JEC 3232 Friday,May 5,8:00AM-11:00AM
"MATERIALS SCIENCE & ENGINEERING",MTLE 4920 02 JEC 3232 Friday,May 5,11:30AM-2:30PM
"MATERIALS SCIENCE & ENGINEERING",MTLE 4920 03 JEC 3232 Friday,May 5,3:00PM-6:00PM
"MATERIALS SCIENCE & ENGINEERING",MTLE 4920 04 JEC 3232 Friday,May 5,6:30PM-9:30PM
"MATERIALS SCIENCE & ENGINEERING",MTLE 6440 01 JEC 5119 Thursday,May 4,3:00PM-6:00PM
"PHYSICS",PHYS 1050 01 EATON 214 Wednesday,May 3,11:30AM-2:30PM
"PHYSICS",PHYS 1100 (ALL SECTIONS) DCC 308 Thursday,May 4,8:00AM-11:00AM
"PHYSICS",PHYS 1100 (ALL SECTIONS) DCC 318 Thursday,May 4,8:00AM-11:00AM
"PHYSICS",PHYS 1100 (ALL SECTIONS) DCC 324 Thursday,May 4,8:00AM-11:00AM
"PHYSICS",PHYS 1100 (ALL SECTIONS) DCC 330 Thursday,May 4,8:00AM-11:00AM
"PHYSICS",PHYS 1100 (ALL SECTIONS) DCC 337 Thursday,May 4,8:00AM-11:00AM
"PHYSICS",PHYS 1100 (ALL SECTIONS) SAGE 3303 Thursday,May 4,8:00AM-11:00AM
